"id","question","question_concept","choices","gold_answer","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"2a258ed37974c9226cbb32cfbf88d4f0","Where would you find a bee gathering pollen?","bee","  A) united states
  B) sky
  C) court
  D) field of flowers
  E) orchard","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"308b1c17a0dc5273d442dba191789de7","Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?","folding chair","  A) roof
  B) school
  C) beach
  D) closet
  E) garage","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"5f3357cd75e10f08d46195289d1a823d","If you're speaking to a lawyer about getting a divorce, what relationship status are you trying to end?","getting divorce","  A) being married
  B) sisters
  C) marriage
  D) two people
  E) lawyer","A","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"8c157adc2027737cefb4ee0d6c9836d6","How do geese normally get from place to place?","geese","  A) carried by people
  B) guard house
  C) fly
  D) follow ultralight airplane
  E) group together","C","C","1.0","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","1.0","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","1.0","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","1.0","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","1.0","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT"
"688772598f69066794067c48197a9ab2","John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?","punching","  A) hostility
  B) anger
  C) nose
  D) fists
  E) hands","E","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"6874cbf68869d5482b719778f85b09a5","Though it stayed strictly indoors, the small dog felt like it had all the space in the world in the what?","small dog","  A) living room
  B) dog park
  C) basket
  D) small apartment
  E) big house","E","A","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"397efef2f7c69fbb8f7507f2907196e3","WHat leads to someone's death when they are very depressed?","death","  A) suicide
  B) overdosing
  C) sadness
  D) murder
  E) cyanide","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"6741642ade99f46b6086e9468f327b49","She was sick and staying in bed the day of the event, unfortunately this meant she was what?","staying in bed","  A) resting
  B) sleep more
  C) bed sores
  D) missing out
  E) comfort","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"c4dcfeacbbc2d365a6fc34d8811e4ed6","Where would a lizard surprise a person?","lizard","  A) new mexico
  B) forrest
  C) dessert
  D) garden
  E) creek","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"64ce22ee28a83119363b83a83de1ae92","They were getting together for the big game, he wasn't hosting but made sure to bring pretty of food with him over to where?","food","  A) picnic
  B) friend's house
  C) table
  D) space shuttle
  E) fairgrounds","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"46376ac886af06e85beac37f3391c357","Who is likely yo have a caring heart?","heart","  A) person
  B) species
  C) artichoke
  D) all mammals
  E) live animal","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"4bc34224aaa443baad6ccae86e11f3ab","I'm looking for alcohol and fried foods, any suggestions?","alcohol","  A) pub
  B) plane
  C) beer
  D) store
  E) fraternity house","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"9fd4737d024fb0d6a9f047bed295bddb","If I had a jar which was likely to spoil if left out, where would I want to put it?","jar","  A) kitchen cupboard
  B) pantry
  C) grocery store
  D) pantry
  E) refrigerator","E","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"2713983edc30c6391b9aa4ef2cb7ed79","Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?","blowfish","  A) books
  B) france
  C) fish market
  D) atlantic ocean
  E) cuba","B","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"478a2734a41c208d54b79e165590c8d2","What will happen to skin pinched in something?","skin","  A) feel cold
  B) feel pressure
  C) feel bumpy
  D) itches
  E) feel clammy","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"8f338dbffed1b6489297aeeace0e6388","Sally lost her kite because she wasn't careful.  She thought that there was more string on the spool, but it slipped out of her fingers when she reached the what?.","kite","  A) child's hand
  B) the last straw
  C) hobby shop
  D) end of line
  E) toy store","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"2060c15ad927d63db327f6277abee731","The man uses grooming before a job interview, what is he trying to portray?","grooming","  A) looking good
  B) beauty
  C) tardiness
  D) handsomeness
  E) neatness","E","E","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"a74b9266de3c155863231cc6eae36dce","Where would there be many people sitting in chair and listening to religious speech?","chair","  A) auditorium
  B) office
  C) synagogue
  D) confession
  E) church","C","E","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"78cc94259c69fe5860663cfb709e12d0","Where is a tabby cat likely to be happiest?","tabby cat","  A) box
  B) home
  C) alley
  D) lap
  E) barn","D","B","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"0207126210b7d3c65da2f62b175e0e99","East coast areas such as Florida are found where?","coast","  A) florida
  B) denmark
  C) united states
  D) map
  E) california","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"75ca0cb4e5e4ff188fcf7aa2c8af58fb","To learn must have the right book, to work efficiently what must one have?","learn","  A) improve yourself
  B) become knowledgeable
  C) have tools
  D) persistence
  E) have more knowledge","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"6bdb0431fa12fbdc5d641044379eec7b","What is a mobile launching platform found in the ocean?","launching platform","  A) launch pad
  B) circus
  C) aircraft carrier
  D) large open area
  E) space station","C","C","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"86ca5b66f3edd3ba38f117dd2c2cc1b2","There weren't potatoes but actually a snake in his what?","snake","  A) burlap sack
  B) hot country
  C) purse
  D) pet shops
  E) deep grass","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"3c4726ed93e78b8c9ed9ff4ac444a62f","What could listening to music cause you to be?","listening to music","  A) happy
  B) smile
  C) calm
  D) entertainment
  E) relaxation","C","A","0.8","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.85","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"aa55b7f6b2b2c627ea7d95b621a0ffbf","If you want to make a big splash in a river with a rock, from where should you throw it?","rock","  A) mountains countryside
  B) ground
  C) bridge
  D) mountain range
  E) surface of earth","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"5b31de5a0506985dea62030485e9c3c3","What is committing perjury likely to lead to?","committing perjury","  A) shame
  B) arrest
  C) embarrassment
  D) go to jail
  E) tension","B","D","0.9","INCORRECT","D","0.9","INCORRECT","","0.5","INCORRECT","D","0.95","INCORRECT","D","0.9","INCORRECT","","0.5","INCORRECT","D","0.98","INCORRECT","D","0.9","INCORRECT","","0.5","INCORRECT","D","0.99","INCORRECT","D","0.9","INCORRECT","","0.5","INCORRECT","D","0.99","INCORRECT","D","0.9","INCORRECT","","0.5","INCORRECT"
"9a2a94207d01eae356a632638c708505","The new play was the go to performance of the year, all the crowds would stand and what?","go to performance","  A) admiration
  B) applaud
  C) make reservations
  D) experience
  E) sleep","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"6b819727eb8a670df26a7ffad036c119","""There are 10 apples on an apple tree.  Three fall off.  Now there are X apples.""  What is this an example of?","apple tree","  A) park
  B) coloring book
  C) garden center
  D) math problem
  E) gravity","D","D","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"bb7e95200163d56ff217cba6eae470c8","Where are people likely to find food?","people","  A) opera
  B) supermarket
  C) building
  D) conference
  E) apartment","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"e1c1e59bef82df97789fb74211588d25","What might a kid do with his friend before going to play?","going to play","  A) laugh
  B) sit
  C) being entertained
  D) math
  E) meet","E","E","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"b050548eda5c0aa847542a5e5f2226ea","What is a person who is well educated?","person","  A) illiterate
  B) knowledgable
  C) own house
  D) have enough food
  E) meet expectations","B","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"5fed6d8e79458a77fafccc77c5430166","Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","alcoholic","  A) prison
  B) bridge
  C) locked up
  D) homeless shelter
  E) neighbor's house","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"4840397382c65294f9f1505cd5845799","Where do you buy tickets at a ticket booth for games/","ticket booth","  A) train station
  B) cathedral
  C) metro station
  D) fairgrounds
  E) amusement park","D","E","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"98f268fe3f6603dffd1ef3720e612adf","A soccer field that is not contained in a building would be where?","soccer field","  A) playground
  B) mexico
  C) town
  D) outside
  E) world cup","D","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"1958f3bf80c4515629f0d342c540c0b8","Letters are sometimes delivered by hand through one of these.","letters","  A) mail box
  B) suitcase
  C) front door
  D) bowl
  E) post office","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"d27d0465137f3c709426eccae98acbe5","John came to see Sam and Sam kicked him out.  Sam didn't like company.  He prefered what?","company","  A) you
  B) abbreviation
  C) solitude
  D) loneliness
  E) alone","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"d227f28c9490843fb225fcf4c7904ba9","If somebody likes temperatures cool, they might have more than one electric fan where?","electric fan","  A) home
  B) hardware store
  C) home
  D) hot room
  E) office","A","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"b2c3a4d4c013ec6251bcfd92f35063d6","Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","losing consciousness","  A) injury
  B) death
  C) playing uno
  D) coma
  E) falling down","E","E","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"3667955cd4a7b8af3f2ed35747eea857","The president had to make a decision regarding the hate attack on his country, what did he do?","hate","  A) wage war
  B) fight enemy
  C) kill
  D) destroy enemy
  E) attacked his country","A","A","0.8","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.85","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"8f94e2afc2456142d50a8e76bb4f2ba7","What's it called when you have seen something through an eyepiece?","eyepiece","  A) sights
  B) optical illusion
  C) optical telescope
  D) light microscope
  E) binocular","A","E","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"86ea5303d0194c17ac6f6dec5585751d","He had done a great job with the scary decorations, they were completely what?","great","  A) terrible
  B) little
  C) halloween
  D) small
  E) horrible","E","C","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"371f22b6bf7c922f4f3a3ed182992656","If you did well on the test, you might get an A as a what?","test","  A) see work
  B) practice
  C) quiz
  D) school grade
  E) homework","D","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","D","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"53cec6df76ad2fc0d802979682d1ce4e","If you tell you boss your suffering from boredom they'll likely tell you to get back to what?","boredom","  A) dream
  B) fiddle
  C) watch film
  D) see new
  E) work","E","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"126fcd9a539ac8237f82863df295108e","What is a good result of jogging?","jogging","  A) insect repellent
  B) heart attacks
  C) improved health
  D) shin splints
  E) being tired","C","C","0.9","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","0.95","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","0.98","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","0.99","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT","C","0.99","CORRECT","C","1.0","CORRECT","","0.5","INCORRECT"
"b629881148db7b32eed4d225fedf7c31","What is done to wood to attach something to it?","wood","  A) nailed
  B) carved
  C) polished
  D) eat cake
  E) petrify","A","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","A","1.0","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"f35128ce82c006de5f73efdd0f9cca06","Where is a fox likely to be caught?","fox","  A) tennessee
  B) inside joke
  C) grassy field
  D) the forrest
  E) england","C","C","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","C","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"e5a694ab7333ea27a942613d248b732a","Where do you put a new dining table?","dining table","  A) cafeteria
  B) arranging papers
  C) in the park
  D) formal dining room
  E) house","E","E","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"c330780e3e855a5b2bd730b9a3997c5c","Sometimes fighting inflation isn't even what, because it is so negligible?","fighting inflation","  A) economic instability
  B) not noticeable
  C) spend more
  D) rising interest rates
  E) boring","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"fa01c3b02ef685da10246088861f8e1b","What is likely to have more than one level in a city?","level","  A) carpenter's shop
  B) video game
  C) garage
  D) total number
  E) building","C","E","0.9","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","E","0.95","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
"4c0253d32a773f66cd70cc19cec89f80","Where is likely to have a lot of fire extinguishers?","fire extinguisher","  A) garage
  B) hospital
  C) boat
  D) house
  E) doll house","B","B","0.9","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT","B","0.95","CORRECT","","0.5","INCORRECT","","0.5","INCORRECT"
